UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_rolling_3,Process temperature [K]_rolling_3,Rotational speed [rpm]_rolling_3,Torque [Nm]_rolling_3,Tool wear [min]_rolling_3,Air temperature [K]_rolling_5,Process temperature [K]_rolling_5,Rotational speed [rpm]_rolling_5,Torque [Nm]_rolling_5,Tool wear [min]_rolling_5,Air temperature [K]_rolling_10,Process temperature [K]_rolling_10,Rotational speed [rpm]_rolling_10,Torque [Nm]_rolling_10,Tool wear [min]_rolling_10,Temperature_diff,Temperature_ratio,Power,Power_per_temp,Efficiency,Wear_rate
5234,L52413,L,303.6,312.9,1450,45.3,29,0,0,0,0,0,0,303.6666666666667,312.96666666666664,1429.6666666666667,48.43333333333334,27.0,303.76,313.0,1426.4,46.94,20.6,303.81,313.03,1501.1,42.040000000000006,72.9,9.299999999999955,1.0306324110671936,6.878010471204188,0.02198149719144835,0.22926701570680627,29.0
5235,L52414,L,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,303.6333333333334,312.9,1430.6666666666667,51.06666666666666,29.0,303.72,312.97999999999996,1438.0,47.3,24.8,303.8,313.02,1510.7,41.059999999999995,55.5,9.199999999999989,1.030293052354297,7.664513089005236,0.024495088171956655,0.23951603403141364,31.0
5237,L52416,L,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,303.7,312.96666666666664,1435.0,46.93333333333334,32.0,303.7,312.98,1428.8,48.160000000000004,29.6,303.8,313.03,1486.8,42.31,38.4,9.300000000000011,1.0306122448979593,6.6269738219895284,0.021165678128360038,0.17910740059431157,36.0
5238,L52417,L,303.8,313.0,1499,42.3,38,0,0,0,0,0,0,303.76666666666665,313.0,1451.3333333333333,45.93333333333333,35.0,303.7,312.96000000000004,1437.0,48.17999999999999,32.2,303.79,313.03,1474.1,43.4,21.3,9.199999999999989,1.030283080974325,6.639549738219895,0.021212618971948545,0.1702448650825614,38.0
5239,L52418,L,303.7,313.0,1457,44.1,40,0,0,0,0,0,0,303.76666666666665,313.03333333333336,1450.0,43.93333333333334,38.0,303.72,312.98,1452.2,45.44,34.8,303.77,313.02,1453.3,44.85,25.3,9.300000000000011,1.030622324662496,6.7281361256544505,0.02149564257397588,0.1641008811135232,40.0
5240,L52419,L,303.7,313.0,1753,29.0,42,0,0,0,0,0,0,303.73333333333335,313.0,1569.6666666666667,38.46666666666666,40.0,303.74,313.0,1512.8,42.17999999999999,37.4,303.75,313.0,1469.6,44.56,29.0,9.300000000000011,1.030622324662496,5.32324607329843,0.017007175953030126,0.12379642030926581,42.0
5241,L52420,L,303.7,313.0,1694,28.0,44,0,0,0,0,0,0,303.7,313.0,1634.6666666666667,33.699999999999996,42.0,303.73999999999995,313.02,1559.4,37.760000000000005,40.0,303.73,313.0,1498.7,42.53,32.4,9.300000000000011,1.030622324662496,4.966701570680629,0.015868056136359835,0.11037114601512509,44.0
5242,L52421,L,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,303.7,313.03333333333336,1710.0,28.46666666666667,44.0,303.71999999999997,313.02000000000004,1617.2,34.36,42.0,303.71,313.0,1523.0,41.26,35.8,9.400000000000034,1.0309515969706948,5.004942408376963,0.015985124268211314,0.10648813634844602,46.0
5243,L52422,L,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,303.7,313.06666666666666,1624.3333333333333,34.6,46.0,303.7,313.03999999999996,1616.6,35.38,44.0,303.7,313.0,1526.8,41.78,38.1,9.400000000000034,1.0309515969706948,7.425172774869109,0.023715020041102233,0.15153413826263487,48.0
5244,L52423,L,303.7,313.1,1721,34.8,50,0,0,0,0,0,0,303.7,313.1,1633.3333333333333,36.86666666666667,48.0,303.7,313.06,1669.4,33.52,46.0,303.71,313.02000000000004,1560.8,39.48,40.4,9.400000000000034,1.0309515969706948,6.271287958115183,0.020029664510109173,0.1229664305512781,50.0
5245,L52424,L,303.6,313.0,1593,31.6,52,0,0,0,0,0,0,303.6666666666667,313.06666666666666,1603.3333333333333,37.93333333333333,50.0,303.67999999999995,313.06000000000006,1637.4,34.040000000000006,48.0,303.71,313.03000000000003,1575.1,38.11,42.7,9.399999999999977,1.030961791831357,5.271078534031414,0.01684050649850292,0.09945431196285687,52.0
5246,L52425,L,303.6,313.0,1575,38.3,54,0,0,0,0,0,0,303.6333333333334,313.03333333333336,1629.6666666666667,34.9,52.0,303.65999999999997,313.06000000000006,1613.6,36.099999999999994,50.0,303.7,313.04,1586.5,36.93,45.0,9.399999999999977,1.030961791831357,6.3164921465968575,0.02018048609136376,0.1148453117563065,54.0
5247,L52426,L,303.5,313.0,1465,41.0,56,0,0,0,0,0,0,303.56666666666666,313.0,1544.3333333333333,36.96666666666667,54.0,303.62,313.04,1570.0,38.62,52.0,303.66999999999996,313.03000000000003,1593.6,36.489999999999995,47.0,9.5,1.031301482701812,6.289528795811519,0.02009434120067578,0.11034261045283367,56.0
5248,L52427,L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,303.56666666666666,313.03333333333336,1481.6666666666667,39.199999999999996,56.0,303.6,313.03999999999996,1551.8,36.8,54.0,303.65,313.04,1584.2,36.09,49.0,9.5,1.0312911725955205,5.634712041884816,0.017996525205636587,0.09550359393025112,58.0
5251,L52430,L,303.5,312.9,1332,52.9,66,0,0,0,0,0,0,303.5333333333333,313.0,1400.6666666666667,44.06666666666666,60.0,303.56,313.0,1474.0,40.419999999999995,57.2,303.63,313.03000000000003,1571.7,36.97,51.6,9.399999999999977,1.0309719934102142,7.378303664921466,0.023580388830046234,0.11012393529733532,66.0
5253,L52432,L,303.5,313.0,1322,59.5,71,0,0,0,0,0,0,303.5333333333333,313.0,1353.0,50.23333333333333,65.0,303.54,313.0,1419.8,46.0,61.0,303.61,313.03000000000003,1528.6,40.019999999999996,54.5,9.5,1.031301482701812,8.236544502617802,0.026314838666510548,0.11439645142524725,71.0
5254,L52433,L,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,303.5,312.96666666666664,1400.3333333333333,50.9,70.0,303.52,313.0,1414.2,46.4,64.8,303.59000000000003,313.03000000000003,1513.9,41.25,57.4,9.5,1.031301482701812,6.528178010471204,0.020856798755499055,0.08821862176312438,73.0
5255,L52434,L,303.5,313.1,1897,23.6,75,0,0,0,0,0,0,303.5,313.03333333333336,1588.6666666666667,41.13333333333333,73.0,303.52,313.02,1500.6,42.92,68.6,303.57000000000005,313.03,1535.3,40.769999999999996,60.3,9.600000000000023,1.0316309719934103,4.687874345549739,0.014972450800222735,0.06168255717828604,75.0
5257,L52436,L,303.5,313.0,1393,51.6,80,0,0,0,0,0,0,303.5,313.03333333333336,1612.3333333333333,38.5,76.0,303.5,313.0,1498.2,45.58,73.0,303.55,313.02,1525.0,41.19,63.5,9.5,1.031301482701812,7.5265759162303665,0.024046568422461233,0.09292069032383168,80.0
5258,L52437,L,303.5,313.0,1482,38.5,82,0,0,0,0,0,0,303.5,313.03333333333336,1590.6666666666667,37.9,79.0,303.5,313.02,1528.2,42.7,76.2,303.53000000000003,313.01,1501.1,41.56,66.7,9.5,1.031301482701812,5.97455497382199,0.01908803506013415,0.07198259004604807,82.0
5260,L52439,L,303.5,312.9,1544,36.9,87,0,0,0,0,0,0,303.5,312.96666666666664,1473.0,42.333333333333336,83.0,303.5,313.0,1572.6,38.18,79.4,303.52000000000004,313.0,1496.2,42.089999999999996,70.2,9.399999999999977,1.0309719934102142,5.965821989528796,0.019066225597727058,0.06779343169919086,87.0
5262,L52441,L,303.4,312.8,1513,35.8,92,0,0,0,0,0,0,303.4666666666667,312.90000000000003,1513.0,37.06666666666666,87.0,303.48,312.96,1565.8,37.28,83.2,303.5,312.98,1490.0,41.839999999999996,74.0,9.400000000000034,1.0309822017139092,5.671769633507853,0.018132255861597994,0.06098677025277261,92.0
5263,L52442,L,303.4,312.8,1449,43.9,94,0,0,0,0,0,0,303.43333333333334,312.8333333333333,1502.0,38.86666666666667,91.0,303.46,312.9,1476.2,41.339999999999996,87.0,303.49,312.96,1488.4,42.129999999999995,77.8,9.400000000000034,1.0309822017139092,6.660848167539267,0.02129427163535571,0.07011419123725544,94.0
5264,L52443,L,303.5,312.8,1877,22.3,96,0,0,0,0,0,0,303.43333333333334,312.8,1613.0,33.99999999999999,94.0,303.46,312.86,1573.0,35.48,90.2,303.47999999999996,312.93,1535.6,40.529999999999994,81.6,9.300000000000011,1.0306425041186162,4.382942408376963,0.014011964221153974,0.04518497328223674,96.0
5265,L52444,L,303.4,312.8,1376,53.4,98,0,0,0,0,0,0,303.43333333333334,312.8,1567.3333333333333,39.86666666666667,96.0,303.44,312.82000000000005,1551.8,38.459999999999994,93.4,303.46999999999997,312.91999999999996,1540.0,40.58,84.8,9.400000000000034,1.0309822017139092,7.694073298429319,0.024597421030784265,0.07771791210534666,98.0
5269,L52448,L,303.4,312.9,1389,54.1,109,0,0,0,0,0,0,303.43333333333334,312.8333333333333,1547.3333333333333,43.26666666666667,101.0,303.41999999999996,312.82,1520.8,41.9,97.8,303.46,312.90999999999997,1546.7,40.04,88.6,9.5,1.0313117996044825,7.868575916230367,0.025147254446245982,0.07153250832936697,109.0
5270,L52449,L,303.5,312.9,1504,44.8,111,0,0,0,0,0,0,303.43333333333334,312.8666666666667,1423.0,50.76666666666667,106.0,303.43999999999994,312.84000000000003,1519.0,43.7,101.6,303.46,312.9,1542.4,40.489999999999995,92.4,9.399999999999977,1.0309719934102142,7.055413612565444,0.022548461529451724,0.06299476439790576,111.0
5271,L52450,L,303.5,312.9,1275,64.4,113,0,0,0,0,0,0,303.46666666666664,312.9,1389.3333333333333,54.43333333333334,111.0,303.46,312.86,1484.2,47.800000000000004,105.4,303.46,312.88,1480.2,44.57000000000001,96.2,9.399999999999977,1.0309719934102142,8.597905759162304,0.027478126427492183,0.07542022595756406,113.0
5272,L52451,L,303.6,313.0,1534,39.7,115,0,0,0,0,0,0,303.53333333333336,312.93333333333334,1437.6666666666667,49.63333333333335,113.0,303.48,312.9,1415.6,51.28000000000001,109.2,303.46999999999997,312.88,1494.3,43.38,99.7,9.399999999999977,1.030961791831357,6.376942408376964,0.020373617918137264,0.05497364145152555,115.0
5274,L52453,L,303.6,313.1,1395,44.1,120,0,0,0,0,0,0,303.56666666666666,313.0,1401.3333333333333,49.400000000000006,116.0,303.52,312.96,1419.4,49.42,113.6,303.47999999999996,312.89,1485.6,43.94,103.5,9.5,1.0312911725955205,6.441832460732984,0.020574361101031568,0.05323828479944615,120.0
5275,L52454,L,303.6,313.0,1617,30.9,122,0,0,0,0,0,0,303.6,313.03333333333336,1515.3333333333333,38.233333333333334,119.0,303.56000000000006,312.98,1465.0,44.78000000000001,116.2,303.48999999999995,312.9,1492.9,43.34,107.0,9.399999999999977,1.030961791831357,5.231968586387434,0.016715554589097233,0.04253632997062955,122.0
5276,L52455,L,303.7,313.1,1423,41.2,124,0,0,0,0,0,0,303.6333333333333,313.06666666666666,1478.3333333333333,38.733333333333334,122.0,303.6,313.02,1448.8,44.06,118.8,303.52000000000004,312.92999999999995,1483.9,43.88,110.2,9.400000000000034,1.0309515969706948,6.139015706806283,0.019607204429275896,0.049112125654450264,124.0
5277,L52456,L,303.5,313.0,1606,34.0,126,0,0,0,0,0,0,303.59999999999997,313.03333333333336,1548.6666666666667,35.36666666666667,124.0,303.6,313.03999999999996,1515.0,37.980000000000004,121.4,303.53000000000003,312.95,1499.6,42.89,113.4,9.5,1.031301482701812,5.717696335078534,0.01826740043156081,0.04502123098487035,126.0
5278,L52457,L,303.5,312.9,1501,44.0,128,0,0,0,0,0,0,303.56666666666666,313.0,1510.0,39.733333333333334,126.0,303.58000000000004,313.02,1508.4,38.839999999999996,124.0,303.53000000000003,312.96,1462.0,45.06,116.6,9.399999999999977,1.0309719934102142,6.915602094240838,0.02210163660671409,0.053609318560006496,128.0
5280,L52459,L,303.6,313.0,1522,35.8,133,0,0,0,0,0,0,303.53333333333336,312.96666666666664,1543.0,37.93333333333333,129.0,303.58000000000004,313.0,1533.8,37.17999999999999,126.6,303.55,312.98,1476.6,43.3,120.1,9.399999999999977,1.030961791831357,5.705507853403141,0.01822845959553719,0.04257841681644135,133.0
5281,L52460,L,303.6,312.9,1480,41.4,135,0,0,0,0,0,0,303.56666666666666,312.93333333333334,1501.0,40.4,132.0,303.58000000000004,312.98,1506.4,39.28,129.2,303.57,312.98,1485.7,42.03,122.7,9.299999999999955,1.0306324110671936,6.415916230366492,0.02050468593917064,0.04717585463504774,135.0
5284,L52463,L,303.8,313.2,1525,41.9,145,0,0,0,0,0,0,303.6666666666667,313.0333333333333,1509.0,39.699999999999996,137.66666666666666,303.6,313.0,1526.8,39.42,133.4,303.6,313.01,1487.8,41.739999999999995,126.1,9.399999999999977,1.0309414088215931,6.690837696335079,0.02136282789379016,0.04582765545434985,145.0
5286,L52465,L,303.8,313.1,1523,39.8,150,0,0,0,0,0,0,303.73333333333335,313.06666666666666,1509.3333333333333,41.03333333333333,143.33333333333334,303.65999999999997,313.02000000000004,1510.2,40.58,138.2,303.63,313.03,1512.6,39.28,129.8,9.300000000000011,1.0306122448979593,6.347162303664921,0.020271997137224274,0.04203418744148954,150.0
5287,L52466,L,303.8,313.1,1422,42.4,152,0,0,0,0,0,0,303.8,313.1333333333334,1490.0,41.36666666666667,149.0,303.72,313.06,1494.4,40.26,143.0,303.65,313.04,1501.4,39.55,133.5,9.300000000000011,1.0306122448979593,6.313382198952879,0.02016410794938639,0.04126393594086849,152.0
5289,L52468,L,303.8,313.2,1531,39.4,159,0,0,0,0,0,0,303.8,313.1333333333333,1492.0,40.53333333333333,153.66666666666666,303.76000000000005,313.1,1496.2,40.980000000000004,148.2,303.67,313.05,1515.0,39.08,137.4,9.399999999999977,1.0309414088215931,6.316376963350786,0.020167231683750914,0.03947735602094241,159.0
5291,L52470,L,303.9,313.3,1526,40.7,164,0,0,0,0,0,0,303.8333333333333,313.2,1493.0,40.833333333333336,158.33333333333334,303.82000000000005,313.17999999999995,1505.4,40.839999999999996,154.0,303.7,313.08000000000004,1505.9,40.059999999999995,141.6,9.400000000000034,1.030931227377427,6.503476439790576,0.020757984167860122,0.039415008726003495,164.0
5292,L52471,L,303.8,313.3,1406,52.1,166,0,0,0,0,0,0,303.8333333333333,313.2666666666667,1487.6666666666667,44.06666666666666,163.0,303.82,313.2,1481.6,42.88,158.2,303.71,313.1,1504.2,41.15,145.8,9.5,1.0312705727452272,7.670429319371729,0.024482698114815602,0.04593071448725586,166.0
5295,L52474,L,303.9,313.4,1442,48.5,174,0,0,0,0,0,0,303.8666666666666,313.3333333333333,1458.0,47.1,168.0,303.84000000000003,313.26,1465.4,44.620000000000005,163.0,303.75,313.14,1487.8,42.6,150.6,9.5,1.031260282987825,7.32324607329843,0.023367090214736534,0.04184712041884817,174.0
5296,L52475,L,303.8,313.2,1336,47.8,176,0,0,0,0,0,0,303.8333333333333,313.3,1394.6666666666667,49.46666666666667,172.0,303.84000000000003,313.28000000000003,1448.2,45.7,167.8,303.78000000000003,313.16999999999996,1471.3,42.980000000000004,155.4,9.399999999999977,1.0309414088215931,6.686994764397905,0.021350557996161895,0.0377796314372763,176.0
5298,L52477,L,303.7,313.1,1406,48.6,183,0,0,0,0,0,0,303.8,313.23333333333335,1394.6666666666667,48.300000000000004,177.66666666666666,303.82000000000005,313.26,1423.2,47.54,172.6,303.79,313.18,1459.7,44.26,160.4,9.400000000000034,1.0309515969706948,7.155141361256545,0.02285257541123138,0.03888663783291601,183.0
5300,L52479,L,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,303.7333333333333,313.1333333333334,1365.6666666666667,48.5,182.33333333333334,303.78000000000003,313.22,1389.0,49.220000000000006,177.4,303.8,313.2,1447.2,45.03,165.7,9.400000000000034,1.0309515969706948,6.9665445026178014,0.022250221982171196,0.03686002382337461,188.0
5302,L52481,L,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,303.73333333333335,313.1,1356.6666666666667,51.166666666666664,188.0,303.78000000000003,313.18,1369.6,49.959999999999994,182.8,303.8,313.19,1425.6,46.42,170.5,9.300000000000011,1.0306122448979593,7.648397905759162,0.02442797159297081,0.03942473147298537,193.0
5303,L52482,L,303.9,313.1,1491,37.2,195,0,0,0,0,0,0,303.79999999999995,313.1,1385.0,47.36666666666667,192.0,303.78,313.12,1379.4,47.7,187.0,303.81,313.19,1422.4,46.160000000000004,175.0,9.200000000000045,1.0302731161566305,5.807874345549739,0.018549582706961797,0.029632011967090505,195.0
5304,L52483,L,303.9,313.2,1481,44.1,197,0,0,0,0,0,0,303.8666666666666,313.1333333333333,1427.0,45.70000000000001,195.0,303.8,313.12,1408.4,46.96,191.2,303.82,313.2,1428.3,46.33,179.5,9.300000000000011,1.0306021717670286,6.83896335078534,0.021835770596377205,0.034540218943360304,197.0
5305,L52484,L,303.9,313.1,1425,49.3,199,0,0,0,0,0,0,303.9,313.1333333333333,1465.6666666666667,43.53333333333333,197.0,303.84,313.12,1412.2,47.1,194.4,303.83,313.19,1417.7,47.32,183.5,9.200000000000045,1.0302731161566305,7.356282722513089,0.023494994322941835,0.03678141361256544,199.0
5308,L52487,L,304.0,313.3,1530,34.8,211,0,0,0,0,0,0,303.93333333333334,313.2,1478.6666666666667,42.73333333333333,202.33333333333334,303.9,313.15999999999997,1447.2,44.239999999999995,199.0,303.84,313.19,1418.1,46.730000000000004,188.2,9.300000000000011,1.030592105263158,5.575287958115182,0.017795365330721933,0.026298528104316897,211.0
5309,L52488,L,304.0,313.2,1481,42.6,213,0,0,0,0,0,0,303.9666666666667,313.2,1478.6666666666667,42.23333333333333,207.66666666666666,303.93999999999994,313.18,1481.6,41.6,203.0,303.86,313.18,1425.6,45.78,192.9,9.199999999999989,1.0302631578947368,6.6063455497382195,0.021093057310786142,0.03087077359690757,213.0
5311,L52490,L,303.8,313.0,1427,43.0,0,0,0,0,0,0,0,303.93333333333334,313.1666666666667,1479.3333333333333,40.13333333333333,141.33333333333334,303.91999999999996,313.15999999999997,1468.8,42.76,164.0,303.85,313.14,1424.1,45.230000000000004,175.5,9.199999999999989,1.030283080974325,6.425235602094241,0.020527909271866585,6.425235602094241,0.0
5313,L52492,L,303.6,312.9,1873,23.5,7,0,0,0,0,0,0,303.8,313.03333333333336,1593.6666666666667,36.36666666666667,73.33333333333333,303.86,313.1,1547.2,38.64,126.0,303.83,313.11,1477.8,42.8,158.6,9.299999999999955,1.0306324110671936,4.608952879581151,0.014729795076961176,0.5761191099476439,7.0
5315,L52494,L,303.6,312.8,1701,30.8,12,0,0,0,0,0,0,303.6666666666667,312.90000000000003,1667.0,32.43333333333334,6.333333333333333,303.8,313.04,1602.4,34.94,88.6,303.82,313.08,1507.3,41.019999999999996,141.5,9.199999999999989,1.0303030303030303,5.485947643979058,0.017538195792771924,0.4219959726137737,12.0
5316,L52495,L,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,303.6,312.8333333333333,1761.3333333333333,27.166666666666668,11.0,303.72,312.94,1638.4,33.42,49.2,303.81000000000006,313.05,1542.8,38.83,124.1,9.199999999999989,1.0303030303030303,4.870366492146597,0.015570225358524925,0.3246910994764398,14.0
5318,L52497,L,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,303.6,312.76666666666665,1682.6666666666667,30.3,15.0,303.64000000000004,312.84000000000003,1669.6,31.48,10.4,303.79,313.01,1575.6,36.54,106.7,9.099999999999966,1.0299736495388667,5.639507853403141,0.01803488280589428,0.28197539267015703,19.0
5319,L52498,L,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,303.56666666666666,312.70000000000005,1614.3333333333333,33.03333333333333,18.0,303.58000000000004,312.76,1683.4,30.68,14.6,303.75,312.96000000000004,1576.1,36.72,89.3,9.100000000000023,1.0299835255354202,6.109319371727748,0.019543568047753514,0.27769633507853403,21.0
5321,L52500,L,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,303.5,312.6666666666667,1498.6666666666667,39.13333333333333,22.0,303.54,312.72,1581.4,35.08,18.4,303.7,312.90999999999997,1564.3,36.86,72.2,9.300000000000011,1.0306526038233357,6.493874345549738,0.020767106957306488,0.2405138646499903,26.0
5326,L52505,L,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,303.46666666666664,312.6666666666667,1517.6666666666667,37.266666666666666,29.0,303.52,312.7,1580.0,34.38,24.0,303.66,312.87,1591.2,34.660000000000004,56.3,9.199999999999989,1.030313014827018,4.842534031413613,0.015486197733973818,0.11811058613203934,40.0
5330,L52509,L,303.7,313.0,1456,45.5,51,0,0,0,0,0,0,303.5333333333333,312.8,1504.3333333333333,39.43333333333334,39.0,303.54,312.74,1529.2,38.04,31.4,303.63,312.84,1583.8,35.730000000000004,40.3,9.300000000000011,1.030622324662496,6.93696335078534,0.022162822206981916,0.13340314136125653,51.0
5331,L52510,L,303.6,312.9,1588,31.9,53,0,0,0,0,0,0,303.59999999999997,312.8666666666666,1579.3333333333333,34.900000000000006,48.0,303.53999999999996,312.78,1519.4,37.839999999999996,38.2,303.59000000000003,312.81,1594.5,34.66,24.3,9.299999999999955,1.0306324110671936,5.304418848167539,0.016952441189413678,0.09822997866976924,53.0
5332,L52511,L,303.7,312.8,1448,44.5,55,0,0,0,0,0,0,303.6666666666667,312.9,1497.3333333333333,40.63333333333333,53.0,303.58,312.82,1509.8,38.94,45.0,303.58000000000004,312.79,1596.6,34.809999999999995,29.8,9.100000000000023,1.0299637800460981,6.747225130890052,0.021570412822538527,0.12048616305160807,55.0
5337,L52516,L,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,303.5,312.7,1566.3333333333333,36.699999999999996,59.666666666666664,303.54,312.76,1569.8,36.58,54.0,303.54,312.73999999999995,1575.6,35.83,36.2,9.199999999999989,1.0303430079155673,5.8683874345549745,0.01878485094287764,0.08150538103548575,71.0
5341,L52520,L,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,303.4666666666667,312.6333333333334,1501.3333333333333,42.5,69.33333333333333,303.54,312.76,1509.6,40.98,62.4,303.53000000000003,312.73,1544.8,37.68,43.2,9.199999999999989,1.030313014827018,7.191089005235601,0.02299676688594692,0.08663962656910362,82.0
5344,L52523,L,303.5,312.8,1607,38.4,92,0,0,0,0,0,0,303.40000000000003,312.6333333333333,1554.3333333333333,40.46666666666666,81.66666666666667,303.5,312.71999999999997,1539.8,39.559999999999995,70.6,303.52,312.73,1534.5,38.8,51.0,9.300000000000011,1.0306425041186162,6.46165445026178,0.020657463076284462,0.06948015537915893,92.0
5345,L52524,L,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,303.46666666666664,312.76666666666665,1453.3333333333333,46.166666666666664,89.33333333333333,303.46,312.7,1494.2,43.339999999999996,78.8,303.5,312.74,1506.8,40.589999999999996,58.5,9.400000000000034,1.0309822017139092,7.23434554973822,0.02312770316412474,0.0761510057867181,94.0
5346,L52525,L,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,303.46666666666664,312.8,1497.0,42.86666666666667,94.0,303.41999999999996,312.7,1509.4,42.32,87.0,303.5,312.76,1509.6,40.63,66.0,9.300000000000011,1.0306425041186162,6.287497382198953,0.020100694955879003,0.06481956064122632,96.0
5347,L52526,L,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,303.43333333333334,312.76666666666665,1472.6666666666667,41.9,96.0,303.46,312.76,1483.6,42.67999999999999,92.4,303.5,312.76,1526.7,39.63,73.2,9.300000000000011,1.0306526038233357,5.702303664921466,0.018235700879186013,0.057599026918398646,98.0
5348,L52527,L,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,303.40000000000003,312.73333333333335,1440.0,46.23333333333333,98.0,303.41999999999996,312.76,1457.4,45.58,96.0,303.48,312.76000000000005,1483.5,43.279999999999994,79.2,9.399999999999977,1.0309924167490931,8.43095287958115,0.026961793666712988,0.08347478098595199,100.0
5349,L52528,L,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,303.3333333333333,312.6666666666667,1473.0,44.633333333333326,100.0,303.38,312.71999999999997,1460.6,44.82,98.0,303.44,312.72,1500.2,42.19,84.3,9.300000000000011,1.0306627101879329,5.880188481675393,0.0188105837545598,0.05708920855995527,102.0
5354,L52533,L,303.4,312.7,1589,34.0,116,0,0,0,0,0,0,303.3333333333333,312.6666666666667,1491.3333333333333,44.133333333333326,106.0,303.38,312.7,1506.4,41.46,102.4,303.41999999999996,312.7,1500.3,42.4,90.6,9.300000000000011,1.0306526038233357,5.65717277486911,0.018091374399965176,0.04835190405871034,116.0
5355,L52534,L,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,303.3666666666666,312.6333333333334,1558.0,35.36666666666667,112.0,303.36,312.65999999999997,1494.0,41.08,106.8,303.39,312.67999999999995,1501.7,41.7,96.9,9.200000000000045,1.0303230059327622,5.7408376963350785,0.018364803891027123,0.04824233358264772,118.0
5358,L52537,L,303.3,312.5,1968,20.6,130,0,0,0,0,0,0,303.3666666666667,312.59999999999997,1673.0,30.7,121.33333333333333,303.34,312.62,1580.8,38.1,113.2,303.4,312.68999999999994,1532.2,40.39,102.8,9.199999999999989,1.0303330036267722,4.2451099476439795,0.013584351832460734,0.032405419447663966,130.0
5361,L52540,L,303.3,312.6,1463,44.0,140,0,0,0,0,0,0,303.3333333333333,312.56666666666666,1631.0,34.03333333333333,129.33333333333334,303.34000000000003,312.6,1621.0,34.14,121.2,303.38,312.68,1539.2,39.86,108.6,9.300000000000011,1.0306627101879329,6.740523560209424,0.021562775304572693,0.04780513163269095,140.0
5362,L52541,L,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,303.3,312.6,1691.3333333333333,31.766666666666666,137.33333333333334,303.34000000000003,312.62,1625.0,33.36,129.2,303.36,312.66999999999996,1542.8,39.09,113.6,9.399999999999977,1.0309924167490931,5.281685863874346,0.016890584790132224,0.03693486618093948,142.0
5363,L52542,L,303.2,312.6,1281,57.0,144,0,0,0,0,0,0,303.26666666666665,312.6333333333333,1462.3333333333333,43.9,142.0,303.3,312.6,1563.4,37.96,134.8,303.34,312.65,1534.9,39.71,118.6,9.400000000000034,1.0310026385224276,7.645759162303665,0.024458602566550428,0.052729373533128725,144.0
5364,L52543,L,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,303.23333333333335,312.59999999999997,1480.6666666666667,42.53333333333333,144.0,303.26000000000005,312.58000000000004,1574.6,38.44,140.4,303.31,312.62,1534.3,39.76,123.6,9.300000000000011,1.0306728232189974,6.342219895287958,0.020295103664921463,0.04314435302916978,146.0
5365,L52544,L,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,303.2,312.56666666666666,1466.6666666666667,44.06666666666666,146.0,303.23999999999995,312.6,1501.2,41.38,144.0,303.29,312.61,1541.0,39.739999999999995,128.6,9.400000000000034,1.0310026385224276,5.917832460732984,0.018931005952440766,0.039716996380758283,148.0
5366,L52545,L,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,303.1666666666667,312.56666666666666,1555.6666666666667,37.199999999999996,148.0,303.2,312.6,1518.2,39.86,146.0,303.27,312.6,1569.6,37.0,133.6,9.5,1.0313427911580337,5.9002303664921465,0.01887469726964858,0.03907437328802746,150.0
5372,L52551,L,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,303.06666666666666,312.5,1528.0,39.8,157.0,303.12,312.52000000000004,1476.6,43.26,152.2,303.22999999999996,312.57,1550.8,38.31,140.7,9.400000000000034,1.0310333443380655,7.167486910994764,0.02295064652896178,0.04119245351146416,173.0
